0.02 [[1, '0.02', 'SN']]
패주 [[1, '패주', 'NNG']]
패치워크 [[1, '패치워크', 'NNG']]
패킷 [[1, '패킷', 'NNG']]
패킷망 [[1, '패킷망', 'NNG']]
패킹 [[1, '패킹', 'NNG']]
패터슨 [[1, '패터슨', 'NNP']]
패트리어티즘 [[1, '패트리어티즘', 'NNG']]
패티 [[1, '패티', 'NNP']]
패해국 [[1, '패해국', 'NNG']]
팩슨 [[1, '팩슨', 'NNP']]
팩텔사 [[1, '팩텔사', 'NNP']]
팩토링 [[1, '팩토링', 'NNG']]
팬암기 [[1, '팬암기', 'NNG']]
팬츠 [[1, '팬츠', 'NNG']]
팬케이크 [[1, '팬케이크', 'NNG']]
팬타스틱 [[1, '팬타스틱', 'NNG']]
팬티 [[1, '팬티', 'NNG']]
팰런 [[1, '팰런', 'NNP']]
팰리즈 [[1, '팰리즈', 'NNP']]
팻 [[1, '팻', 'NNP']]
팽개 [[1, '팽개', 'VV<']]
팽나무 [[1, '팽나무', 'NNG']]
팽진 [[1, '팽진', 'NNP']]
팽창률 [[1, '팽창률', 'NNG']]
퍼거슨 [[1, '퍼거슨', 'NNP']]
퍼뜨리 [[1, '퍼뜨리', 'VV']]
퍼스 [[1, '퍼스', 'NNP']]
퍼스넷 [[1, '퍼스넷', 'NNG']]
퍼스트보스턴 [[1, '퍼스트보스턴', 'NNP']]
퍼시다 [[1, '퍼시다', 'NNP']]
퍼시픽벨 [[1, '퍼시픽벨', 'NNP']]
펀드주 [[1, '펀드주', 'NNG']]
펀드평가기관 [[1, '펀드평가기관', 'NNG']]
펀딩 [[1, '펀딩', 'NNG']]
펀치력 [[1, '펀치력', 'NNG']]
펄스 [[1, '펄스', 'NNP']]
펌핑 [[1, '펌핑', 'NNG']]
펑 [[1, '펑', 'MAG']]
펑더화이 [[1, '펑더화이', 'NNP']]
펑첸 [[1, '펑첸', 'NNP']]
펑퍼짐 [[1, '펑퍼짐', 'XR']]
페닌슐라 [[1, '페닌슐라', 'NNG']]
페더러 [[1, '페더러', 'NNP']]
페데리코 [[1, '페데리코', 'NNP']]
페도토프 [[1, '페도토프', 'NNP']]
페로 [[1, '페로', 'NNP']]
페론당 [[1, '페론당', 'NNP']]
페롤 [[1, '페롤', 'NNP']]
페르귄트 [[1, '페르귄트', 'NNP']]
페르난도 [[1, '페르난도', 'NNP']]
페르디난드 [[1, '페르디난드', 'NNP']]
페르틸레 [[1, '페르틸레', 'NNP']]
페르하트 [[1, '페르하트', 'NNP']]
페를루이기 [[1, '페를루이기', 'NNP']]
페리아대관산 [[1, '페리아대관산', 'NNP']]
페리아호텔 [[1, '페리아호텔', 'NNP']]
페만전 [[1, '페만전', 'NNP']]
페부스 [[1, '페부스', 'NNP']]
페스트균 [[1, '페스트균', 'NNG']]
페스티발 [[1, '페스티발', 'NNG']]
페스티스 [[1, '페스티스', 'NNG']]
페어 [[1, '페어', 'NNG']]
페어퍼 [[1, '페어퍼', 'NNG']]
페이트먼 [[1, '페이트먼', 'NNP']]
페인트칠 [[1, '페인트칠', 'NNG']]
페카 [[1, '페카', 'NNP']]
페퀸 [[1, '페퀸', 'NNP']]
페키치 [[1, '페키치', 'NNP']]
페트로시안 [[1, '페트로시안', 'NNP']]
페티트 [[1, '페티트', 'NNP']]
페퍼 [[1, '페퍼', 'NNP']]
페퍼포그 [[1, '페퍼포그', 'NNG']]
페페 [[1, '페페', 'NNP']]
펙제리 [[1, '펙제리', 'NNP']]
펙틴질 [[1, '펙틴질', 'NNG']]
펜나이프 [[1, '펜나이프', 'NNG']]
펜실베이니아 [[1, '펜실베이니아', 'NNP']]
펜웨이 [[1, '펜웨이', 'NNP']]
펜웨이파크 [[1, '펜웨이파크', 'NNP']]
펜타곤 [[1, '펜타곤', 'NNG']]
펠리니 [[1, '펠리니', 'NNP']]
펫 [[1, '펫', 'NNP']]
펴내 [[1, '펴내어', 'VV+EC']]
편도선 [[1, '편도선', 'NNG']]
편들 [[1, '편들', 'VV']]
편력 [[1, '편력', 'NNG']]
편리성 [[1, '편리성', 'NNG']]
편린 [[1, '편린', 'NNG']]
편벽 [[1, '편벽', 'VA<']]
편수 [[1, '편수', 'NNG']]
편수관실 [[1, '편수관실', 'NNG']]
편식 [[1, '편식', 'NNG']]
편역 [[1, '편역', 'NNG']]
편육채 [[1, '편육채', 'NNG']]
편의성 [[1, '편의성', 'NNG']]
편재 [[1, '편재', 'NNG']]
편저 [[1, '편저', 'NNG']]
편정희 [[1, '편정희', 'NNP']]
편직제 [[1, '편직제', 'NNG']]
편집권 [[1, '편집권', 'NNG']]
편집기 [[1, '편집기', 'NNG']]
편집부 [[1, '편집부', 'NNG']]
편차 [[1, '편차', 'NNG']]
편찬 [[1, '편찬', 'NNG']]
편출입 [[1, '편출입', 'NNG']]
편취 [[1, '편취', 'NNG']]
편파성 [[1, '편파성', 'NNG']]
편향성 [[1, '편향성', 'NNG']]
폄하 [[1, '폄하', 'NNG']]
평가관 [[1, '평가관', 'NNG']]
평가법 [[1, '평가법', 'NNG']]
평가사 [[1, '평가사', 'NNG']]
평가서 [[1, '평가서', 'NNG']]
평가손 [[1, '평가손', 'NNG']]
평균점 [[1, '평균점', 'NNG']]
평기자 [[1, '평기자', 'NNG']]
평년 [[1, '평년', 'NNG']]
평단 [[1, '평단', 'NNG']]
평등법 [[1, '평등법', 'NNG']]
평론집 [[1, '평론집', 'NNG']]
평리천 [[1, '평리천', 'NNP']]
평면 [[1, '평면', 'NNG']]
평면적 [[1, '평면적', 'NNG']]
평민사 [[1, '평민사', 'NNP']]
평민신문 [[1, '평민신문', 'NNP']]
평발 [[1, '평발', 'NNG']]
평방 [[1, '평방', 'NNG']]
평신도 [[1, '평신도', 'NNG']]
평안 [[1, '평안', 'NNP'], [2, '평안', 'NNG']]
평안남 [[1, '평안남', 'NNP']]
평안북도 [[1, '평안북도', 'NNP']]
평암외서 [[1, '평암외서', 'NNP']]
평양경공업대학 [[1, '평양경공업대학', 'NNP']]
평양면옥 [[1, '평양면옥', 'NNP']]
평양미술대학 [[1, '평양미술대학', 'NNP']]
평양방송 [[1, '평양방송', 'NNP']]
평양산원 [[1, '평양산원', 'NNP']]
평양예술단 [[1, '평양예술단', 'NNP']]
평양외국어대학 [[1, '평양외국어대학', 'NNP']]
평양학생소년예술단 [[1, '평양학생소년예술단', 'NNP']]
평양학생예술단 [[1, '평양학생예술단', 'NNP']]
평양행 [[1, '평양행', 'NNG']]
평영 [[1, '평영', 'NNG']]
평이 [[1, '평이', 'XR']]
평잔 [[1, '평잔', 'NNG']]
평창서 [[1, '평창서', 'NNP']]
평촌역 [[1, '평촌역', 'NNP']]
평택고박사냉면집 [[1, '평택고박사냉면집', 'NNP']]
평택군 [[1, '평택군', 'NNP']]
평택대학 [[1, '평택대학', 'NNP']]
평택시청 [[1, '평택시청', 'NNP']]
평평 [[1, '평평', 'XR']]
평화방송 [[1, '평화방송', 'NNP']]
평화상가 [[1, '평화상가', 'NNP']]
평화시장 [[1, '평화시장', 'NNP']]
평화안 [[1, '평화안', 'NNG']]
평화우정관 [[1, '평화우정관', 'NNG']]
평화위 [[1, '평화위', 'NNG']]
평화주의자 [[1, '평화주의자이', 'NNG+VCP']]
폐결핵 [[1, '폐결핵', 'NNG']]
폐경기 [[1, '폐경기이', 'NNG+VCP'], [1, '폐경기', 'NNG']]
폐기종 [[1, '폐기종', 'NNG']]
폐쇄식 [[1, '폐쇄식', 'NNG']]
폐습 [[1, '폐습', 'NNG']]
폐액 [[1, '폐액', 'NNG']]
폐업신고 [[1, '폐업신고', 'NNG']]
폐유 [[1, '폐유', 'NNG']]
폐장 [[1, '폐장', 'NNG']]
폐장비 [[1, '폐장비', 'NNG']]
폐장일 [[1, '폐장일', 'NNG']]
폐정 [[1, '폐정', 'NNG']]
폐차업 [[1, '폐차업', 'NNG']]
폐차장 [[1, '폐차장', 'NNG']]
폐품업 [[1, '폐품업', 'NNG']]
포곡면 [[1, '포곡면', 'NNP']]
포곡지서 [[1, '포곡지서', 'NNP']]
포도 [[1, '포도', 'NNG']]
포도상구균 [[1, '포도상구균', 'NNG']]
포도원 [[1, '포도원', 'NNG']]
포드자동차 [[1, '포드자동차', 'NNP']]
포라 [[1, '포라', 'NNP'], [1, '포라', 'NNG']]
포럼장 [[1, '포럼장', 'NNG']]
포레 [[1, '포레', 'NNP']]
포레스터 [[1, '포레스터', 'NNP']]
포르츠하임 [[1, '포르츠하임', 'NNP']]
포르투갈전 [[1, '포르투갈전', 'NNG']]
포름산 [[1, '포름산', 'NNG']]
포름알데히드 [[1, '포름알데히드', 'NNG']]
포맷 [[1, '포맷', 'NNG']]
포메이션 [[1, '포메이션', 'NNG']]
포물선 [[1, '포물선', 'NNG']]
포백 [[1, '포백', 'NNG']]
포복포복 [[1, '포복포복', 'MAG']]
포브스지 [[1, '포브스지', 'NNP']]
포상자 [[1, '포상자', 'NNG']]
포석정 [[1, '포석정', 'NNP']]
포성 [[1, '포성', 'NNG']]
포세이 [[1, '포세이', 'NNP']]
포수 [[1, '포수', 'NNG']]
포술사 [[1, '포술사', 'NNG']]
포스데이터 [[1, '포스데이터', 'NNP']]
포시 [[1, '포시', 'NNP']]
포악성 [[1, '포악성', 'NNG']]
포야티에 [[1, '포야티에', 'NNP']]
포연대 [[1, '포연대', 'NNG']]
포용력 [[1, '포용력', 'NNG']]
포위망 [[1, '포위망', 'NNG']]
포유닷컴 [[1, '포유닷컴', 'NNG']]
포이 [[1, '포이', 'NNP']]
포이동 [[1, '포이동', 'NNP']]
포이밸리 [[1, '포이밸리', 'NNP']]
포장공 [[1, '포장공', 'NNG']]
포장길 [[1, '포장길', 'NNG']]
포장도로 [[1, '포장도로', 'NNG']]
포장술 [[1, '포장술', 'NNG']]
포장원 [[1, '포장원', 'NNG']]
포장재 [[1, '포장재', 'NNG']]
포졸 [[1, '포졸', 'NNG']]
포즈 [[1, '포즈', 'NNG']]
포착불가능 [[1, '포착불가능', 'NNG']]
포천중문의대 [[1, '포천중문의대', 'NNP']]
포철식 [[1, '포철식', 'NNG']]
포츠담 [[1, '포츠담', 'NNP']]
포치 [[1, '포치', 'VV']]
포카칩 [[1, '포카칩', 'NNG']]
포캐스트 [[1, '포캐스트', 'NNG']]
포클랜드 [[1, '포클랜드', 'NNP']]
포클레인 [[1, '포클레인', 'NNG']]
포클레인사 [[1, '포클레인사', 'NNP']]
포탈사이트 [[1, '포탈사이트', 'NNG']]
포털업체 [[1, '포털업체', 'NNG']]
포토 [[1, '포토', 'NNG']]
포티나이너스 [[1, '포티나이너스', 'NNP']]
포티항 [[1, '포티항', 'NNP']]
포파듀크 [[1, '포파듀크', 'NNP']]
포퓔리슴 [[1, '포퓔리슴', 'NNG']]
포항고 [[1, '포항고', 'NNP']]
포항항 [[1, '포항항', 'NNP']]
폭거 [[1, '폭거', 'NNG']]
폭격기 [[1, '폭격기', 'NNG']]
폭군 [[1, '폭군', 'NNG']]
폭기 [[1, '폭기', 'NNG']]
폭력법 [[1, '폭력법', 'NNG']]
폭로자 [[1, '폭로자', 'NNG']]
폭발물 [[1, '폭발물', 'NNG']]
폭소장 [[1, '폭소장', 'NNG']]
폭스 [[1, '폭스', 'NNG']]
폭압 [[1, '폭압', 'NNG']]
폭약 [[1, '폭약', 'NNG']]
폭염 [[1, '폭염', 'NNG']]
폭주기관차 [[1, '폭주기관차', 'NNP']]
폭주족 [[1, '폭주족', 'NNG']]
폭탄선언 [[1, '폭탄선언', 'NNG']]
폭탄주 [[1, '폭탄주', 'NNG']]
폭파범 [[1, '폭파범', 'NNG']]
폭포 [[1, '폭포', 'NNG']]
폭풍우 [[1, '폭풍우', 'NNG']]
폰뱅킹 [[1, '폰뱅킹', 'NNG']]
폰스 [[1, '폰스', 'NNP']]
폰즈 [[1, '폰즈', 'NNG']]
폰티넨 [[1, '폰티넨', 'NNP']]
폴더 [[1, '폴더', 'NNG']]
폴란드농민당 [[1, '폴란드농민당', 'NNP']]
폴란드전 [[1, '폴란드전', 'NNG']]
폴란드제 [[1, '폴란드제', 'NNG']]
폴레트 [[1, '폴레트', 'NNP']]
폴로리다 [[1, '폴로리다', 'NNP']]
폴록 [[1, '폴록', 'NNP']]
폴리 [[1, '폴리', 'NNG']]
폴리백 [[1, '폴리백', 'NNG']]
폴리아니치코 [[1, '폴리아니치코', 'NNP']]
폴리턴 [[1, '폴리턴', 'NNP']]
폴리틱스 [[1, '폴리틱스', 'NNG']]
폴리프로필렌 [[1, '폴리프로필렌', 'NNG']]
폴스키 [[1, '폴스키', 'NNP']]
폴크 [[1, '폴크', 'NNP']]
폴포트파 [[1, '폴포트파', 'NNG']]
폼피아우 [[1, '폼피아우', 'NNP']]
표고 [[1, '표고', 'NNG']]
표밭 [[1, '표밭', 'NNG']]
표범 [[1, '표범', 'NNG']]
표수 [[1, '표수', 'NNG']]
표순복 [[1, '표순복', 'NNP']]
표시등 [[1, '표시등', 'NNG']]
표식 [[1, '표식', 'NNG']]
표의문자 [[1, '표의문자', 'NNG']]
표잠식 [[1, '표잠식', 'NNG']]
표절 [[1, '표절', 'NNG']]
표제 [[1, '표제', 'NNG']]
표제어 [[1, '표제어', 'NNG']]
표주박 [[1, '표주박', 'NNG']]
표준말 [[1, '표준말', 'NNG']]
표준연구소 [[1, '표준연구소', 'NNG']]
표차 [[1, '표차', 'NNG']]
표현주의 [[1, '표현주의', 'NNG']]
표홍철 [[1, '표홍철', 'NNP']]
푸근 [[1, '푸근', 'XR']]
푸른빛 [[1, '푸른빛', 'NNG']]
푸릇 [[1, '푸릇', 'XR']]
푸석푸석 [[1, '푸석푸석', 'MAG']]
푸슈킨 [[1, '푸슈킨', 'NNP']]
푸스코 [[1, '푸스코', 'NNP']]
푸치니 [[1, '푸치니', 'NNP']]
푸켓 [[1, '푸켓', 'NNP']]
푸트렉스사 [[1, '푸트렉스사', 'NNP']]
푹신푹신 [[1, '푹신푹신', 'MAG']]
푹푹 [[1, '푹푹', 'MAG']]
풀러 [[1, '풀러', 'NNP']]
풀모션 [[1, '풀모션', 'NNG']]
풀벌레 [[1, '풀벌레', 'NNG']]
풀빚 [[1, '풀빚', 'NNP']]
풀섶 [[1, '풀섶', 'NNG']]
풀시드 [[1, '풀시드', 'NNG']]
풀어쓰 [[1, '풀어쓰', 'VV']]
풀잎 [[1, '풀잎', 'NNG']]
풀장 [[1, '풀장', 'NNG']]
풀제 [[1, '풀제', 'NNG']]
품격 [[1, '품격', 'NNG']]
품사 [[1, '품사', 'NNG']]
품팔이 [[1, '품팔이', 'NNG']]
풋내 [[1, '풋내', 'NNG']]
풋볼 [[1, '풋볼', 'NNG']]
풋풋 [[1, '풋풋', 'XR']]
풍남국교 [[1, '풍남국교', 'NNP']]
풍년가 [[1, '풍년가', 'NNG']]
풍림산업 [[1, '풍림산업', 'NNP']]
풍문여고 [[1, '풍문여고', 'NNP']]
풍미 [[1, '풍미', 'NNG']]
풍산 [[1, '풍산', 'NNP']]
풍속화 [[1, '풍속화', 'NNG']]
풍수지리설 [[1, '풍수지리설', 'NNG']]
풍우 [[1, '풍우', 'NNG']]
풍운 [[1, '풍운', 'NNG']]
풍작 [[1, '풍작', 'NNG']]
풍전등화 [[1, '풍전등화', 'NNG']]
풍정 [[1, '풍정', 'NNG']]
풍토병 [[1, '풍토병', 'NNG']]
퓔러 [[1, '퓔러', 'NNP']]
퓨렉스법 [[1, '퓨렉스법', 'NNG']]
퓨즈 [[1, '퓨즈', 'NNG']]
퓨처시스템 [[1, '퓨처시스템', 'NNP']]
프놈 [[1, '프놈', 'NNP']]
프라당 [[1, '프라당', 'NNP']]
프라데시주 [[1, '프라데시주', 'NNP']]
프라우다 [[1, '프라우다', 'NNP']]
프라이 [[1, '프라이', 'NNP']]
프라이드 [[1, '프라이드', 'NNG']]
프라이버시 [[1, '프라이버시', 'NNG']]
프라이스 [[1, '프라이스', 'NNP'], [2, '프라이스', 'NNG']]
프라자 [[1, '프라자', 'NNG']]
프라투남 [[1, '프라투남', 'NNP']]
프란시스코 [[1, '프란시스코', 'NNP']]
프란체스코 [[1, '프란체스코', 'NNP']]
프란츠 [[1, '프란츠', 'NNP']]
프랑세즈 [[1, '프랑세즈', 'NNG']]
프랑스관 [[1, '프랑스관', 'NNG']]
프랑스령 [[1, '프랑스령', 'NNG']]
프랑스식 [[1, '프랑스식', 'NNG']]
프랑스전 [[1, '프랑스전', 'NNG']]
프랑스환경위원회 [[1, '프랑스환경위원회', 'NNP']]
프랑시스 [[1, '프랑시스', 'NNP']]
프랑신느 [[1, '프랑신느', 'NNP']]
프랑코 [[1, '프랑코', 'NNP']]
프랑크 [[1, '프랑크', 'NNP']]
프랑크푸르트학파 [[1, '프랑크푸르트학파', 'NNP']]
프랜스먼 [[1, '프랜스먼', 'NNP']]
프레스토 [[1, '프레스토', 'NNG']]
프레시안 [[1, '프레시안', 'NNP']]
프레야 [[1, '프레야', 'NNP']]
프레이저 [[1, '프레이저', 'NNP']]
프레임 [[1, '프레임', 'NNG']]
프레젠테이션 [[1, '프레젠테이션', 'NNG']]
프레지던츠 [[1, '프레지던츠', 'NNG']]
프렐류드 [[1, '프렐류드', 'NNG']]
프로골프대회 [[1, '프로골프대회', 'NNG']]
프로그레시브식 [[1, '프로그레시브식', 'NNG']]
프로대회 [[1, '프로대회', 'NNG']]
프로덕피아닷컴 [[1, '프로덕피아닷컴', 'NNP']]
프로듀서련 [[1, '프로듀서련', 'NNG']]
프로세싱 [[1, '프로세싱', 'NNG']]
프로코피에프 [[1, '프로코피에프', 'NNG']]
프로코피예프 [[1, '프로코피예프', 'NNP']]
프로테스트 [[1, '프로테스트', 'NNG']]
프로텍트 [[1, '프로텍트', 'NNG']]
프로텍티드 [[1, '프로텍티드', 'NNG']]
프로파간다 [[1, '프로파간다', 'NNG']]
프로펠러식 [[1, '프로펠러식', 'NNG']]
프로프르 [[1, '프로프르', 'NNG']]
프론트 [[1, '프론트', 'NNG']]
프롤레타리아 [[1, '프롤레타리아', 'NNG']]
프롬 [[1, '프롬', 'NNG']]
프롬프트 [[1, '프롬프트', 'NNG']]
프루트 [[1, '프루트', 'NNG']]
프리덤 [[1, '프리덤', 'NNG']]
프리마코프 [[1, '프리마코프', 'NNP']]
프리메라리가 [[1, '프리메라리가', 'NNG']]
프리아 [[1, '프리아', 'NNP']]
프린다스 [[1, '프린다스', 'NNP']]
프린세스 [[1, '프린세스', 'NNP']]
프린스 [[1, '프린스', 'NNP']]
프린스턴 [[1, '프린스턴', 'NNP']]
프린스턴대학 [[1, '프린스턴대학', 'NNP']]
프린트 [[1, '프린트', 'NNG']]
프린팅 [[1, '프린팅', 'NNG']]
프티파 [[1, '프티파', 'NNP']]
플라타너스 [[1, '플라타너스', 'NNG']]
플랑크 [[1, '플랑크', 'NNP']]
플래닝 [[1, '플래닝', 'NNG']]
플러스원 [[1, '플러스원', 'NNG']]
플레어스커트 [[1, '플레어스커트', 'NNG']]
플레이어 [[1, '플레이어이', 'NNG+JX<']]
플레잉 [[1, '플레잉', 'NNG']]
플로리다의대 [[1, '플로리다의대', 'NNP']]
플로리안 [[1, '플로리안', 'NNP']]
피가로지 [[1, '피가로지', 'NNG']]
피나 [[1, '피나', 'VV']]
피난민 [[1, '피난민', 'NNG']]
피난지 [[1, '피난지', 'NNG']]
피난처 [[1, '피난처', 'NNG']]
피너츠 [[1, '피너츠', 'NNG']]
피노체트 [[1, '피노체트', 'NNP']]
피다고라스 [[1, '피다고라스', 'NNP']]
피데스 [[1, '피데스', 'NNP']]
피라드 [[1, '피라드', 'NNG']]
피라미 [[1, '피라미', 'NNG']]
피라미드형 [[1, '피라미드형', 'NNG']]
피란길 [[1, '피란길', 'NNG']]
피레스린 [[1, '피레스린', 'NNG']]
피렌체 [[1, '피렌체', 'NNP']]
피망 [[1, '피망', 'NNG']]
피바디대 [[1, '피바디대', 'NNP']]
피부색 [[1, '피부색', 'NNG']]
피부암 [[1, '피부암', 'NNG']]
피사체 [[1, '피사체', 'NNG']]
피살체 [[1, '피살체', 'NNG']]
피상적 [[1, '피상적', 'NNG']]
피셔 [[1, '피셔', 'NNP']]
피소 [[1, '피소', 'NNG']]
피숑 [[1, '피숑', 'NNP']]
피순환 [[1, '피순환', 'NNG']]
피스톨스 [[1, '피스톨스', 'NNP']]
피식 [[1, '피식', 'MAG']]
피안카발로 [[1, '피안카발로', 'NNP']]
피어 [[1, '피어', 'VV<']]
피어나 [[1, '피어나', 'VV']]
피에르스 [[1, '피에르스', 'NNP']]
피엔텔 [[1, '피엔텔', 'NNP']]
피오바니 [[1, '피오바니', 'NNP']]
피오크 [[1, '피오크', 'NNP']]
피용자 [[1, '피용자', 'NNG']]
피임 [[1, '피임', 'NNG']]
피제이주얼리 [[1, '피제이주얼리', 'NNP']]
피지 [[1, '피지', 'NNG'], [1, '피지', 'NNP']]
피차간 [[1, '피차간', 'NNG']]
피추 [[1, '피추', 'NNG']]
피츠버그시 [[1, '피츠버그시', 'NNP']]
피츠카랄도 [[1, '피츠카랄도', 'NNG']]
피침 [[1, '피침', 'NNG']]
피카노 [[1, '피카노', 'NNP']]
피카소 [[1, '피카소', 'NNP']]
피커링 [[1, '피커링', 'NNP']]
피켈 [[1, '피켈', 'NNG']]
피코소프트 [[1, '피코소프트', 'NNP']]
피크 [[1, '피크', 'NNG']]
피티 [[1, '피티', 'NNG']]
피팅 [[1, '피팅', 'NNG']]
피페로날 [[1, '피페로날', 'NNG']]
피페린 [[1, '피페린', 'NNG']]
피폐 [[1, '피폐', 'NNG']]
피해품 [[1, '피해품', 'NNG']]
핀들리 [[1, '핀들리', 'NNP']]
핀잔 [[1, '핀잔', 'NNG']]
핀크스 [[1, '핀크스', 'NNG']]
필경 [[1, '필경', 'MAG']]
필냐크 [[1, '필냐크', 'NNP']]
필동면옥 [[1, '필동면옥', 'NNP']]
필동파출소 [[1, '필동파출소', 'NNP']]
필라 [[1, '필라', 'NNP']]
필라리 [[1, '필라리', 'NNP']]
필리스전 [[1, '필리스전', 'NNG']]
필리핀대 [[1, '필리핀대', 'NNP']]
필리핀인 [[1, '필리핀인', 'NNG']]
필립모리스코리아 [[1, '필립모리스코리아', 'NNP']]
필립스스타디움 [[1, '필립스스타디움', 'NNP']]
필명 [[1, '필명', 'NNG']]
필봉리 [[1, '필봉리', 'NNP']]
필사 [[1, '필사', 'NNG']]
필생 [[1, '필생', 'NNG']]
필센 [[1, '필센', 'NNP']]
필수요건 [[1, '필수요건', 'NNG']]
필시 [[1, '필시', 'MAG']]
필터식 [[1, '필터식', 'NNG']]
필통 [[1, '필통', 'NNG']]
필하모니 [[1, '필하모니', 'NNG']]
필하우스 [[1, '필하우스', 'NNG']]
필화 [[1, '필화', 'NNG']]
핌프 [[1, '핌프', 'NNG']]
핏덩어리 [[1, '핏덩어리', 'NNG']]
핑클 [[1, '핑클', 'NNP']]
할땐 [[1, '하ㄹ때ㄴ', 'XSA+ETM+NNG+JX']]
함입 [[1, '하ㅁ이ㅂ', 'XSV+ETN+VCP+EF<']]
하객 [[1, '하객', 'NNG']]
컨 [[1, '하건', 'XSV+EC<']]
하관 [[1, '하관', 'NNG']]
하급심 [[1, '하급심', 'NNG']]
하기는 [[1, '하기는', 'MAJ']]
하기스 [[1, '하기스', 'NNP']]
하긴 [[1, '하긴', 'MAJ']]
하나로 [[1, '하나로', 'NNP']]
하나은 [[1, '하나은', 'NNP']]
하나포스 [[1, '하나포스', 'NNG']]
하나회계법인 [[1, '하나회계법인', 'NNP']]
하남성 [[1, '하남성', 'NNP']]
하녀 [[1, '하녀', 'NNG']]
하노버 [[1, '하노버', 'NNP']]
하늘나라 [[1, '하늘나라', 'NNG']]
하늘빛 [[1, '하늘빛', 'NNG']]
하늘하늘 [[1, '하늘하늘', 'VA<']]
하단 [[1, '하단', 'NNG']]
하달 [[1, '하달', 'NNG']]
하도급사 [[1, '하도급사', 'NNG']]
하드락 [[1, '하드락', 'NNG']]
하드보일드 [[1, '하드보일드', 'NNG']]
하드커버 [[1, '하드커버', 'NNG']]
하라주쿠 [[1, '하라주쿠', 'NNP']]
하락기 [[1, '하락기', 'NNG']]
하렉스인포텍 [[1, '하렉스인포텍', 'NNP']]
하론 [[1, '하론', 'NNG']]
하루건너 [[1, '하루건너', 'MAG']]
하루바삐 [[1, '하루바삐', 'MAG']]
하루살이 [[1, '하루살이', 'NNG']]
하루치 [[1, '하루치', 'NNG']]
하룻동안 [[1, '하룻동안', 'NNG']]
하메드 [[1, '하메드', 'NNP']]
하면 [[1, '하면', 'NNP']]
하명 [[1, '하명', 'NNG']]
하모니 [[1, '하모니', 'NNG']]
하모니카 [[1, '하모니카', 'NNG']]
하모리 [[1, '하모리', 'NNP']]
하문 [[1, '하문', 'NNP']]
하문시 [[1, '하문시', 'NNP']]
하물 [[1, '하물', 'NNG']]
하미드 [[1, '하미드', 'NNP']]
하미슈마르지 [[1, '하미슈마르지', 'NNP']]
하바로프스 [[1, '하바로프스', 'NNP']]
하베스트극장 [[1, '하베스트극장', 'NNP']]
하보 [[1, '하보', 'NNP']]
하복 [[1, '하복', 'NNG']]
하비스트 [[1, '하비스트', 'NNG']]
하사 [[1, '하사', 'VV<'], [8, '하사', 'NNG']]
하선 [[1, '하선', 'NNG']]
하선목 [[1, '하선목', 'NNP']]
하선정 [[1, '하선정', 'NNP']]
하성근 [[1, '하성근', 'NNP']]
하세미 [[1, '하세미', 'NNP']]
하송 [[1, '하송', 'NNP']]
하숙 [[1, '하숙', 'NNG']]
하숙자 [[1, '하숙자', 'NNP']]
하순쯤 [[1, '하순쯤', 'NNG']]
하승진 [[1, '하승진', 'NNP']]
하시모토 [[1, '하시모토', 'NNP']]
하얏트 [[1, '하얏트', 'NNP']]
하양 [[1, '하양', 'NNG']]
해본 [[1, '하어보ㄴ', 'XSV+EC+VX+ETM']]
해온 [[1, '하어오ㄴ', 'XSV+EC+VX+ETM']]
해줬 [[1, '하어주었', 'XSV+EC+VX+EP']]
해짐 [[1, '하어지ㅁ', 'XSA+EC+VX+ETN']]
해한 [[1, '하어하ㄴ', 'XSA+EC+VV+EF<']]
해할 [[1, '하어하ㄹ', 'XSA+EC+VV+ETM']]
해했 [[1, '하어하었', 'XSA+EC+VV+EP']]
하여튼 [[1, '하여튼', 'MAG']]
하역료 [[1, '하역료', 'NNG']]
하영주 [[1, '하영주', 'NNP']]
하와이주 [[1, '하와이주', 'NNP']]
하와자 [[1, '하와자', 'NNP']]
하왕십리 [[1, '하왕십리', 'NNP']]
하우 [[1, '하우', 'NNP']]
하우리 [[1, '하우리', 'NNP']]
하우스촌 [[1, '하우스촌', 'NNG']]
하우저 [[1, '하우저', 'NNP']]
하워드 [[1, '하워드', 'NNP']]
하의 [[1, '하의', 'NNG']]
하이 [[1, '하이', 'NNG']]
하이난 [[1, '하이난', 'NNP']]
하이델베르크 [[1, '하이델베르크', 'NNP']]
하이드파크 [[1, '하이드파크', 'NNP']]
하이비조닉 [[1, '하이비조닉', 'NNG']]
하이수퍼 [[1, '하이수퍼', 'NNG']]
하이스코트 [[1, '하이스코트', 'NNP']]
하이어드 [[1, '하이어드', 'NNP']]
하이예크 [[1, '하이예크', 'NNP']]
하이웨이 [[1, '하이웨이', 'NNG']]
하이재킹 [[1, '하이재킹', 'NNG']]
하이콤 [[1, '하이콤', 'NNP']]
하이쿠 [[1, '하이쿠이', 'NNG+VCP'], [2, '하이쿠', 'NNG']]
하이킹 [[1, '하이킹', 'NNG']]
하이테크 [[1, '하이테크', 'NNG']]
하이트맥주 [[1, '하이트맥주', 'NNP']]
하이틴 [[1, '하이틴', 'NNG']]
하이파 [[1, '하이파', 'NNP']]
하이페리온 [[1, '하이페리온', 'NNP']]
하이힐 [[1, '하이힐', 'NNG']]
